================= Elementos Regalos ===================

Colección de ebooks para Kindle/Tablets/Celulares
Listado completo (Colección completa. Para ver el listado de la colección de 3000 ebooks ir al final del archivo)
Fecha: 23/02/2017
Total: 28.000 titulos (Actualizamos todas las semanas)
Consultas: elementosregalos@gmail.com

=======================================================

autor	titulo
|       El mundo segun Garp - John Irving.epub
|       El mundo y sus demonios - Carl Sagan.epub
|       El nino con el pijama de rayas - John Boyne.epub
|       El nombre del viento - Patrick Rothfuss.epub
|       El oasis secreto - Paul Sussman.epub
|       El ojo de la mente - Alan Dean Foster.epub
|       El pequeno vampiro - Angela Sommer-Bodenburg.epub
|       El pequeno vampiro en la granja - Angela Sommer-Bodenburg.epub
|       El pequeno vampiro en peligro - Angela Sommer-Bodenburg.epub
|       El pequeno vampiro se cambia de casa - Angela Sommer-Bodenburg.epub
|       El pequeno vampiro se va de viaje - Angela Sommer-Bodenburg.epub
|       El pequeno vampiro y el gran amor - Angela Sommer-Bodenburg.epub
|       El perro del hortelano - Lope de Vega.epub
|       El poder del ahora - Eckhart Tolle.epub
|       El ponche de los deseos - Michael Ende.epub
|       El primer hombre de Roma - Colleen McCullough.epub
|       El Principe - Nicolas Maquiavelo.epub
|       El privilegio de la Espada - Ellen Kushner.epub
|       El puente de los asesinos - Arturo Perez-Reverte.epub
|       El quinto en discordia - Robertson Davies.epub
|       El Refugio - R. A. Salvatore.epub
|       El reino del Dragon de Oro - Isabel Allende.epub
|       El relicario - Douglas Preston y Lincoln Child.epub
|       El resurgir de la Fuerza Oscura - Timothy Zahn.epub
|       El retorno del Rey - J. R. R. Tolkien.epub
|       El salon de la embajada italiana - Elena Moreno.epub
|       El sastre de Panama - John le Carre.epub
|       El Secreto - Rhonda Byrne.epub
|       El secreto de Alejandro Magno - Will Adams.epub
|       El secreto egipcio de Napoleon - Javier Sierra.epub
|       El Senor de los Anillos - J. R. R. Tolkien.epub
|       El siervo de la piedra - R. A. Salvatore.epub
|       El silencio de los claustros - Alicia Gimenez Bartlett.epub
|       El silencio de los corderos - Thomas Harris.epub
|       El sindrome E - Franck Thilliez.epub
|       El soberano del Nilo - Wilbur Smith.epub
|       El sol sangriento - Marion Zimmer Bradley.epub
|       El sueno de una noche de verano - William Shakespeare.epub
|       El taller de los libros prohibidos - Eduardo Roca.epub
|       El tercer gemelo - Ken Follett.epub
|       El tiempo de la noche - William Sloane.epub
|       El tiempo mientras tanto - Carmen Amoraga.epub
|       El ultimatum de Bourne - Robert Ludlum.epub
|       El ultimo gran amor - Pearl S. Buck.epub
|       El Valle de los leones - Laura Gallego Garcia.epub
|       El Valle de los lobos - Laura Gallego Garcia.epub
|       El Valle del Issa - Czeslaw Milosz.epub
|       El Valor de los Recuerdos - Carlos A. Paramio Danta.epub
|       El viejo y el mar - Ernest Hemingway.epub
|       El vuelo del dragon - Anne McCaffrey.epub
|       Eldest - Christopher Paolini.epub
|       Elegidos del Sol - Richard E. Dansky.epub
|       Elogio de la vejez - Hermann Hesse.epub
|       Emboscada en Corellia - Roger MacBride Allen.epub
|       En llamas - Suzanne Collins.epub
|       Ender el xenocida - Orson Scott Card.epub
|       Enigma. De las piramides de Egipto al as - Bruno Cardenosa Juan Antonio Cebrian.epub
|       Eragon - Christopher Paolini.epub
|       Erixitl de Palul - Douglas Niles.epub
|       Esmeralda - Kerstin Gier.epub
|       Estupidos Hombres Blancos - Michael Moore.epub
|       Excesion - Iain M. Banks.epub
|       Exilio_ Diario de una invasion zombie - J. L. Bourne.epub
|       Fantasmas del pasado - Nicholas Sparks.epub
|       Fenris, El elfo - Laura Gallego Garcia.epub
|       Festin de cuervos - George R.R. Martin.epub
|       Flavia de los extranos talentos - Alan Bradley.epub
|       Fluyan mis lagrimas dijo el policia - Philip K.Dick.epub
|       Fuego magico - Ed Greenwood.epub
|       Fundacion y Tierra - Isaac Asimov.epub
|       Gataca - Franck Thilliez.epub
|       Guardianes del dia - Serguei Lukyanenko.epub
|       Guia de la Biblia. Antiguo Testamento - Isaac Asimov.epub
|       Guia de la Biblia. Nuevo Testamento - Isaac Asimov.epub
|       Hacia Mi Magica Presencia - Saint Germain.epub
|       Hannibal - Thomas Harris.epub
|       Harry Potter y la Piedra Filosofal - J.K. Rowling.epub
|       Heredero del Imperio - Timothy Zahn.epub
|       Heroe en la sombra - David Gemmell.epub
|       Historia de Espana contada para esceptic - Juan Eslava Galan.epub
|       Ilion - Dan Simmons.epub
|       Ilusiones - Richard Bach.epub
|       Ines del Alma mia - Isabel Allende.epub
|       Infierno - Louise Cooper.epub
|       Intervencion - Robin Cook.epub
|       Intrepido - Jack Campbell.epub
|       Inversiones - Iain M. Banks.epub
|       Kane y Abel - Jeffrey Archer.epub
|       Karate-do_ Mi Camino - Gichin Funakoshi.epub
|       La alargada sombra del amor - Mathias Malzieu.epub
|       La amenaza de Andromeda - Michael Crichton.epub
|       La apuesta - John Boyne.epub
|       La aventura de la Reconquista - Juan Antonio Cebrian.epub
|       La aventura de los conquistadores - Juan Antonio Cebrian.epub
|       La aventura de los romanos en Hispania - Juan Antonio Cebrian.epub
|       La Batalla de los Arapiles - Benito Perez Galdos.epub
|       La bestia debe morir - Nicholas Blake.epub
|       La buena tierra - Pearl S. Buck.epub
|       La caida de los Reyes - Delia Sherman Ellen Kushner.epub
|       La cancion de Kali - Dan Simmons.epub
|       La carta esferica - Arturo Perez Reverte.epub
|       La casa de la seda - Anthony Horowitz.epub
|       La casa de los amores imposibles - Cristina Lopez Barrio.epub
|       La Casa Harkonnen - Brian Herbert.epub
|       La casa Rusia - John le Carre.epub
|       La caza del carnero salvaje - Haruki Murakami.epub
|       La caza del meteoro - Julio Verne.epub
|       La chica del tambor - John Le Carre.epub
|       La ciudad de las bestias - Isabel Allende.epub
|       La clave de las llaves - Andreu Martin y Jaume Ribera.epub
|       La columna del mundo - R. A. Salvatore.epub
|       La comunidad del anillo - J. R. R. Tolkien.epub
|       La conjura de los necios - John Kennedy Toole.epub
|       La dama del alba - Alejandro Casona.epub
|       La dama del arcangel_ El Gremio de los C - Nalini Singh.epub
|       La educacion de Oscar Fairfax - Louis Auchincloss.epub
|       La espada encantada - Marion Zimmer Bradley.epub
|       La estirpe del dragon - Pearl S. Buck.epub
|       La estrella de sangre - Nicholas Guild.epub
|       La gente de Smiley - John le Carre.epub
|       La guerra del fin del mundo - Mario Vargas Llosa.epub
|       La hija de la casa Baenre - Elaine Cunningham.epub
|       La huella de un beso - Daniel Glattauer.epub
|       La Iliada - Homero.epub
|       La investigacion - Stanislaw Lem.epub
|       La isla misteriosa - Julio Verne.epub
|       La krakatita - Karel Capek.epub
|       La ladrona de libros - Markus Zusak.epub
|       La llamada de lo salvaje - Jack London.epub
|       La llamada de los muertos - Laura Gallego Garcia.epub
|       La maldicion del caos - R. A. Salvatore.epub
|       La Maldicion del Maestro - Laura Gallego Garcia.epub
|       La monja que perdio la cabeza - Andreu Martin y Jaume Ribera.epub
|       La montana magica - Thomas Mann.epub
|       La Morada - R. A. Salvatore.epub
|       La mujer del faro - Ann Rosman.epub
|       La mujer rota - Simone de Beauvoir.epub
|       La Odisea - Homero.epub
|       La patrulla del tiempo - Poul Anderson.epub
|       La Pimpinela Escarlata - Baronesa de Orczy.epub
|       La puerta de los tres cerrojos - Sonia Fernandez-Vidal.epub
|       La rebelion de Atlas - Ayn Rand.epub
|       La reina elfica de Shannara - Terry Brooks.epub
|       La rueda de la vida - Elisabeth Kubler-Ross.epub
|       La sanguijuela de mi nina - Christopher Moore.epub
|       La segunda vida de Bree Tanner - Stephenie Meyer.epub
|       La Silla del Aguila - Carlos Fuentes.epub
|       La soledad de la reina - Pilar Eyre.epub
|       La sombra del viento - Carlos Ruiz Zafon.epub
|       La tabla de Flandes - Arturo Perez-Reverte.epub
|       La tia Julia y el escribidor - Mario Vargas Llosa.epub
|       La tierra de Canaan - Isaac Asimov.epub
|       La ultima Orden - Timothy Zahn.epub
|       La velocidad de la oscuridad - Elizabeth Moon.epub
|       La vida de Lazarillo de Tormes - Anonimo.epub
|       La vida despues - Marta Rivera de La Cruz.epub
|       Las aventuras de Huckleberry Finn - Mark Twain.epub
|       Las aventuras de Sherlock Holmes - Arthur Conan Doyle.epub
|       Las cronicas de Spiderwick - Tony DiTerlizzi.epub
|       Las cuatro revelaciones - Alberto Villoldo.epub
|       Las dos torres - J. R. R. Tolkien.epub
|       Las hijas del frio - Camilla Lackberg.epub
|       Las luces de septiembre - Carlos Ruiz Zafon.epub
|       Las memorias de Sherlock Holmes - Arthur Conan Doyle.epub
|       Las Mil y una Noches - Anonimo.epub
|       Las primeras cronicas - David Gemmell.epub
|       Las tres hijas de Madame Liang - Pearl S. Buck.epub
|       Las uvas de la ira - John Steinbeck.epub
|       Latidos mortales - Jim Butcher.epub
|       Leyendas - Gustavo Adolfo Becquer.epub
|       Libertad - Jonathan Franzen.epub
|       Lirael - Garth Nix.epub
|       Lizzie ha vuelto - Marian Keyes.epub
|       Lo que me queda por vivir - Elvira Lindo.epub
|       Lo siniestro - Sigmund Freud.epub
|       Los Altisimos - Hugo Correa.epub
|       Los asesinos del emperador - Santiago Posteguillo Gomez.epub
|       Los bandidos de Internet - Michael Coleman.epub
|       Los Bosques de Upsala - Alvaro Colomer.epub
|       Los cuadros del anatomista - Alejandro Aris.epub
|       Los Hijos de Hurin - J.R.R. Tolkien.epub
|       Los horrores del escalpelo - Daniel Mares.epub
|       Los Humanoides - Jack Williamson.epub
|       Los misterios de Udolfo - Ann Radcliffe.epub
|       Los mitos de Cthulhu - H. P. Lovecraft.epub
|       Los ojos del tuareg - Alberto Vazquez-Figueroa.epub
|       Los renglones torcidos de Dios - Torcuato Luca de Tena.epub
|       Los Reyes Sacerdotes de Gor - John Norman.epub
|       Los Secretos de la Mente Millonaria - T. Harv Eker.epub
|       Los talismanes Shannara - Terry Brooks.epub
|       Los tres mosqueteros - Alejandro Dumas.epub
|       Los versos satanicos - Salman Rushdie.epub
|       Maldito Karma - David Safier.epub
|       Mario y el mago - Thomas Mann.epub
|       Masada (Caballo de Troya 2) - J.J. Benitez.epub
|       Memoria de mis putas tristes - Gabriel Garcia Marquez.epub
|       Memorias de Africa - Isak Dinesen.epub
|       Memorias de un cortesano de 1815 - Benito Perez Galdos.epub
|       Memorias de un suicida - Yvonne do Amaral Pereira.epub
|       Mensajero sideral - Galielo Galilei.epub
|       Mensajeros de la oscuridad - Alicia Gimenez Bartlett.epub
|       Metropolis - Thea von Harbou.epub
|       Mientras duermes - Alberto Marini.epub
|       Misterio de la Momia - Robert Arthur.epub
|       Misterio del cuadro robado - Enid Blyton.epub
|       Misterio del Fantasma Verde - Robert Arthur.epub
|       Misterio del Loro Tartamudo - Robert Arthur.epub
|       Misterio del Tesoro Desaparecido - Robert Arthur.epub
|       Misterio en el Castillo del Terror - Robert Arthur.epub
|       Misterio en la Villa de los Acebos - Enid Blyton.epub
|       Moby Dick - Herman Melville.epub
|       Momo - Michael Ende.epub
|       Muerte en la vicaria - Agatha Christie.epub
|       Muertos de papel - Alicia Gimenez Bartlett.epub
|       Nacion - Terry Pratchett.epub
|       Nemesis - Louise Cooper.epub
|       Neverwhere - Neil Gaiman.epub
|       Ni de Eva ni de Adan - Amelie Nothomb.epub
|       Nido vacio - Alicia Gimenez Bartlett.epub
|       Niebla roja - Patricia Cornwell.epub
|       Noche sin estrellas - R. A. Salvatore.epub
|       Noche sobre las aguas - Ken Follett.epub
|       Noches de tormenta - Nicholas Sparks.epub
|       Nosotros - Yevgueni Zamyatin.epub
|       Nunca olvides que te quiero - Delphine Bertholon.epub
|       Observadores del pasado_ La redencion de - Orson Scott Card.epub
|       Ofensiva en Selonia - Roger MacBride Allen.epub
|       Olympos - Dan Simmons.epub
|       Otra aventura de los Cinco - Enid Blyton.epub
|       Otra vuelta de tuerca - Henry James.epub
|       Otros dioses - Pearl S. Buck.epub
|       Out - Natsuo Kirino.epub
|       Pandora - Anne Rice.epub
|       Pantano de sangre - Douglas Preston.epub
|       Papel moneda - Ken Follett.epub
|       Para Ana (de tu muerto) - Juan del Val y Nuria Roca.epub
|       Parque Jurasico - Michael Crichton.epub
|       Perfil asesino - John Connolly.epub
|       Peter Pan - James Matthew Barrie.epub
|       Petirrojo - Jo Nesbo.epub
|       Pitt 01 - Los crimenes de Carter Street - Anne Perry.epub
|       Pitt 02 - Los cadaveres de Callander Squ - Anne Perry.epub
|       Pitt 03 - La secta de Paragon Walk - Anne Perry.epub
|       Pitt 04 - El callejon de los resucitados - Anne Perry.epub
|       Pitt 05 - Los robos de Rutland Place - Anne Perry.epub
|       Pitt 06 - El ahogado del Tamesis - Anne Perry.epub
|       Pitt 07 - Venganza en Devil's Acre - Anne Perry.epub
|       Pitt 08 - Envenenado en Cardington Cresc - Anne Perry.epub
|       Pitt 09 - Silencio en Hanover Close - Anne Perry.epub
|       Pitt 10 - Los asesinatos de Bethlehem ro - Anne Perry.epub
|       Pitt 11 - Incendios en Highgate Rise - Anne Perry.epub
|       Pitt 12 - Chantaje en Belgrave Square - Anne Perry.epub
|       Pitt 13 - El caso de Farriers Lane - Anne Perry.epub
|       Pitt 14 - El degollador de Hyde Park - Anne Perry.epub
|       Pitt 15 - El cadaver de Traitors Gate - Anne Perry.epub
|       Pitt 16 - La prostituta de Pentecost All - Anne Perry.epub
|       Pitt 17 - La conspiracion de Ashworth Ha - Anne Perry.epub
|       Pitt 18 - El misterio de Brunswick Garde - Anne Perry.epub
|       Pitt 19 - La amenaza de Bedford Square - Anne Perry.epub
|       Pitt 20 - Los escandalos de Half Moon St - Anne Perry.epub
|       Pitt 21 - El Complot de Whitechapel - Anne Perry.epub
|       Pitt 22 - La Medium de Southampton Row - Anne Perry.epub
|       Pitt 23 - Los Secretos de Connaught Squa - Anne Perry.epub
|       Pitt 24 - Los anarquistas de Long Spoon  - Anne Perry.epub
|       Pitt 25 - Un crimen en Buckingham palace - Anne Perry.epub
|       Planilandia - Edwin Abbott.epub
|       Poemas - Edgar Allan Poe.epub
|       Pompeya - Robert Harris.epub
|       Por amor a la fisica - Walter Lewin.epub
|       Premio UPC 1995 - Novela Corta de Cienci - Javier Negrete Cesar Mallorqui.epub
|       Primeras canciones - Federico Garcia Lorca.epub
|       Que la muerte te acompane - Risto Mejide.epub
|       Rafa_ Mi historia - Rafael Nadal y John Carlin.epub
|       Raistlin, mago guerrero - Margaret Weis.epub
|       Razones para la rebeldia - Guillermo Toledo.epub
|       Regreso a Belzagor - Robert Silverberg.epub
|       Requiem por un campesino espanol - Ramon J. Sender.epub
|       Romancero Gitano - Federico Garcia Lorca.epub
|       Rumbo al cosmos - Javier Casado.epub
|       Sabriel - Garth Nix.epub
|       Salamina - Javier Negrete.epub
|       San Leibowitz y la mujer Caballo Salvaje - Walter M. Miller Jr_.epub
|       Sangre de monstruo III - R. L. Stine.epub
|       Sangre romana - Steven Saylor.epub
|       Sangre y Oro (Cronicas Vampiricas 8) - Anne Rice.epub
|       Satori - Don Winslow.epub
|       Sauce ciego, mujer dormida - Haruki Murakami.epub
|       Se lo que estas pensando - John Verdon.epub
|       Seda - Alessandro Baricco.epub
|       Septiembre zombie - David Moody.epub
|       Septimus y el hechizo imposible - Angie Sage.epub
|       Septimus y el ultimo alguimista - Angie Sage.epub
|       Serpientes en el paraiso - Alicia Gimenez Bartlett.epub
|       Sexualmente - Nuria Roca.epub
|       Sherlock Holmes. La coleccion completa - Arthur Conan Doyle.epub
|       Shibumi - Trevanian.epub
|       Simulacron 3 - Daniel F. Galouye.epub
|       Sistema Hindu Yogui de la Cura por el Ag - Yogui Ramacharaka.epub
|       Sol naciente - Michael Crichton.epub
|       Sorry - Zoran Drvenkar.epub
|       Soy Leyenda - Richard Matheson.epub
|       Temerario I - El Dragon de Su Majestad - Naomi Novik.epub
|       Temerario II - El Trono de Jade - Naomi Novik.epub
|       Territorio comanche - Arturo Perez-Reverte.epub
|       Tiempo de arena - Inma Chacon.epub
|       Tiempo de Marte - Philip K. Dick.epub
|       Tigana - Guy Gavriel Kay.epub
|       Toda la Historia del Mundo - Jean-Claude Barreau.epub
|       Todo lo que podriamos haber sido tu y yo - Albert Espinosa.epub
|       Tokio Blues - Haruki Murakami.epub
|       Torres de medianoche - Brandon Sanderson Robert Jordan.epub
|       Tristana - Benito Perez Galdos.epub
|       Un asunto de honor - Arturo Perez-Reverte.epub
|       Un barco cargado de arroz - Alicia Gimenez Bartlett.epub
|       Un grito de amor desde el centro del mun - Kyoichi Katayama.epub
|       Un jamon calibre 45 - Carlos Salem.epub
|       Un punto azul palido - Carl Sagan.epub
|       Un sombrero de cielo - Terry Pratchett.epub
|       Un tranvia llamado deseo - Tennessee Williams.epub
|       Un yanki en la corte del rey Arturo - Mark Twain.epub
|       Una monarquia protegida por la censura - Inaki Anasagasti.epub
|       Una mujer dificil - John Irving.epub
|       Una Princesa De Marte - Desconocido.epub
|       Una Princesa De Marte - Edgar Rice Burroughs.epub
|       Universo de locos - Fredric Brown.epub
|       Usted puede sanar su vida - Louise L. Hay.epub
|       Utopia - Tomas Moro.epub
|       Valor de ley - Charles Portis.epub
|       Vampiro Zero - David Wellington.epub
|       Velo de traiciones - James Luceno.epub
|       Veneno para la Corona - Toti Martinez de Lezea.epub
|       Viaje al centro de la Tierra - Julio Verne.epub
|       Vida y destino - Vasili Grossman.epub
|       Volver a empezar - Ken Grimwood.epub
|       Volveras a Region - Juan Benet.epub
|       Yelmos de hierro - Douglas Niles.epub
|       Yerma - Federico Garcia Lorca.epub
|       Yo, mi, me_. contigo - David Safier.epub
|       Zafiro - Kerstin Gier.epub
|       Zodiac - Neal Stephenson.epub
|       Zona zombie - David Moody.epub
|       _Sabes que te quiero_ - Blue Jeans.epub
|       _Suenan los androides con ovejas electri - Philip K. Dick.epub
|       
+---Coleccion Ebooks NOVELAS [ESP][EPUB] parte 5
|       !Muerdeme! - Christopher Moore.epub
|       !Vivir! - Yu Hua.epub
|       !Zas! - Terry Pratchett.epub
|       1. Por el camino de Swann - En busca del - Marcel Proust.epub
|       616 Todo es infierno - David Zurdo.epub
|       97 segundos - Angel Gutierrez y David Zurdo.epub
|       A tres metros sobre el cielo - Federico Moccia.epub
|       Abel Sanchez - Miguel de Unamuno.epub
|       Alejandro Magno - Roger Caratini.epub
|       Alexias de Atenas - Mary Renault.epub
|       Alguien robo la luna - Garth Stein.epub
|       Alta tension - Harlan Coben.epub
|       Amados de los muertos - Richard E. Dansky.epub
|       Angel caido - Asa Schwarz.epub
|       Angelology_ El libro de las generaciones - Danielle Trussoni.epub
|       Aprendiz de Jedi ed. esp. 1 Traiciones - Jude Watson.epub
|       Aprendiz de Jedi ed. esp. 2 Los discipul - Jude Watson.epub
|       Ardiente verano - Noelia Amarillo.epub
|       Arroz y tartana - Vicente Blasco Ibanez.epub
|       Assassin's Creed. La Hermandad - Oliver Bowden.epub
|       Aurora roja - Pio Baroja.epub
|       Babbitt - Sinclair Lewis.epub
|       Bailen - Benito Perez Galdos.epub
|       Bajos fondos - Daniel Polansky.epub
|       Bangkok 8 - John Burdett.epub
|       Banu Qasi. La Guerra de Al Andalus - Carlos Auresanz.epub
|       Bestiario - Julio Cortazar.epub
|       Bienaventurados los sedientos - Anne Holt.epub
|       Blaze - Stephen King.epub
|       Breve historia del mundo - Ernst H. Gombrich.epub
|       Cain - Jose Saramago.epub
|       Camara de gas - John Grisham.epub
|       Camioneros - Terry Pratchett.epub
|       Cancion de Navidad - Charles Dickens.epub
|       Cancion Elfica - Elaine Cunningham.epub
|       Cantico por Leibowitz - Walter M. Miller Jr_.epub
|       Carta sobre la tolerancia y otros escrit - John Locke.epub
|       Cartas en el asunto - Terry Pratchett.epub
|       Causa justa - John Grisham.epub
|       Cavadores - Terry Pratchett.epub
|       Celebracion en el club de los viernes - Kate Jacobs.epub
|       Cell - Stephen King.epub
|       Cien anos de soledad - Gabriel Garcia Marquez.epub
|       Ciudad Zombie - David Moody.epub
|       Colapso - Jared Diamond.epub
|       Como agua para chocolate - Laura Esquivel.epub
|       Como Si Fuera Dios - Robin Cook.epub
|       Como una novela - Daniel Pennac.epub
|       Conspiracion Maine - Mario Escobar.epub
|       Corazon - Edmondo De Amicis.epub
|       Cosecha roja - Dashiell Hammet.epub
|       Cronicas del Multiverso - Victor Conde.epub
|       Cuando la memoria olvida - Noelia Amarillo.epub
|       Cubridle el rostro - P. D. James.epub
|       Cuentos de Eva Luna - Isabel Allende.epub
|       Cuentos de un sonador - Lord Dunsany.epub
|       Cuentos del planeta tierra - Arthur C. Clarke.epub
|       Cuentos desde el Reino Peligroso - J.R.R. Tolkien.epub
|       Cuentos esenciales - Guy de Maupassant.epub
|       Cuentos Inconclusos de Numenor y la Tier - J.R.R. Tolkien.epub
|       Daaali - Albert Boadella.epub
|       Devoradores de cadaveres - Michael Crichton.epub
|       Diecinueve minutos - Jodi Picoult.epub
|       Dios los creo a todos - James Herriot.epub
|       Dioses de Marte - Edgar Rice Burroughs.epub
|       Dioses Y Heroes De La Antigua Grecia - Robert Graves.epub
|       Dos ninas vestidas de azul - Mary Higgins Clark.epub
|       Dune - Frank Herbert.epub
|       Eichmann en Jerusalen. Un estudio acerca - Hannah Arendt.epub
|       Eitana, la esclava judia - Javier Arias Artacho.epub
|       El 19 de Marzo y el 2 de Mayo - Benito Perez Galdos.epub
|       El aguila abandona Britania - Simon Scarrow.epub
|       El aliento - Thomas Bernhard.epub
|       El Angel mas tonto del mundo - Christopher Moore.epub
|       El angel negro - John Connolly.epub
|       El anticuario - Julian Sanchez Romero.epub
|       El arca - Boyd Morrison.epub
|       El asesinato del sabado por la manana - -Gur[v1].epub
|       El asesinato del sabado por la manana - Batya Gur.epub
|       El asesino hipocondriaco - Juan Jacinto Munoz Rengel.epub
|       El Asombroso Viaje De Pomponio Flato - Eduardo Mendoza.epub
|       El aviso - Paul Pen.epub
|       El beso de la mujer arana - Manuel Puig.epub
|       El bosque de los corazones dormidos - Esther Sanz.epub
|       El Capitan Tormenta - Emilio Salgari.epub
|       El caso de la joven arisca - Erle Stanley Gardner.epub
|       El caso Jane Eyre - Jasper Fforde.epub
|       El castillo de cristal - Jeannette Walls.epub
|       El cementerio de Praga - Umberto Eco.epub
|       El chino - Henning Mankell.epub
|       El Circulo de Jerico - Cesar Mallorqui.epub
|       El cisne negro - Nassim Nicholas Taleb.epub
|       El club de los viernes - Kate Jacobs.epub
|       El club Dumas - Arturo Perez-Reverte.epub
|       El club erotico de los martes - Lisa Beth Kovetz.epub
|       El corredor del laberinto - James Dashner.epub
|       El Despertar de los Heroes - Robert Jordan.epub
|       El diario de El Chavo del Ocho - Roberto Gomez Bolanos.epub
|       El enigma de Ana - Maria Teresa Alvarez.epub
|       El enigma de Cambises - Paul Sussman.epub
|       El enigma de Catilina - Steven Saylor.epub
|       El Enigma Vivaldi - Peter Harris.epub
|       El espia que surgio del frio - John Le Carre.epub
|       El Extrano - Col Buchanan.epub
|       El frio - Thomas Bernhard.epub
|       El Gladiador - Simon Scarrow.epub
|       El gran desierto - James Ellroy.epub
|       El guardian de los arcanos - Paul Sussman.epub
|       El hijo del Leon de Damasco - Emilio Salgari.epub
|       El hombre en busca de sentido - Viktor Frankl.epub
|       El hombre que se enamoro de la luna - Tom Spanbauer.epub
|       El husar - Arturo Perez-Reverte.epub
|       El informe de la minoria - Philip K. Dick.epub
|       El inventor de historias - Marta Rivera de la Cruz.epub
|       El jardinero fiel - John Le Carre.epub
|       El jurado - John Grisham.epub
|       El laberinto de las aceitunas - Eduardo Mendoza.epub
|       El Leon de Damasco - Emilio Salgari.epub
|       El libro de la Abundancia - Martin Freeman.epub
|       El libro fantastico - Tony DiTerlizzi.epub
|       El malogrado - Thomas Bernhard.epub
|       El malvado Carabel - Wenceslao Fernandez Florez.epub
|       El mar de la leonera - Salvador Maldonado.epub
|       El mar de las espadas - R. A. Salvatore.epub
|       El Mayor Secreto - David Icke.epub
|       El misterio de la cripta embrujada - Eduardo Mendoza.epub
|       El Misterio de Salem's Lot - Stephen King.epub
|       El nino con el pijama de rayas - John Boyne.epub
|       El nombre del mundo es Bosque - Ursula K. Le Guin.epub
|       El ocupante - Sarah Waters.epub
|       El origen - Thomas Bernhard.epub
|       El origen del mal - Jean-Christophe Grange.epub
|       El pequeno vampiro y los visitantes - Angela Sommer-Bodenburg.epub
|       El perro del hortelano - Lope de Vega.epub
|       El pianista del gueto de Varsovia - Wladyslaw Szpilman.epub
|       El pibe que arruinaba las fotos - Hernan Casciari.epub
|       El planeta de los simios - Pierre Boulle.epub
|       El poder esta dentro de ti - Louise L. Hay.epub
|       El principe de la niebla - Carlos Ruiz Zafon.epub
|       El proceso - Franz Kafka.epub
|       El retorno de los Dragones - Margaret Weis.epub
|       El rey de hierro - Maurice Druon.epub
|       El rey de los pleitos - John Grisham.epub
|       El roble y el carnero - Michael Moorcock.epub
|       El senor de los demonios - David Eddings.epub
|       El si de las ninas - Leandro Fernandez de Moratin.epub
|       El silencio de las palabras - Jean Kwok.epub
|       El sindrome E - Franck Thilliez.epub
|       El sotano - Thomas Bernhard.epub
|       El tercer nombre del emperador - Victor Conde.epub
|       El toro y la lanza - Michael Moorcock.epub
|       El traje del muerto - Joe Hill.epub
|       El ultimo heroe del Olimpo - Rick Riordan.epub
|       El ultimo teorema - Arthur C. Clarke y Frederik Pohl.epub
|       El umbral de la noche - Stephen King.epub
|       El universo en una cascara de nuez - Stephen W. Hawking.epub
|       El visitante del laberinto - Rafael Abalos.epub
|       Elogio de la vejez - Hermann Hesse.epub
|       Eminencia - Morris West.epub
|       En busca del tiempo perdido - Marcel Proust.epub
|       En busca del unicornio - Juan Eslava Galan.epub
|       En el principio fue la linea de comandos - Neal Stephenson.epub
|       En llamas - Suzanne Collins.epub
|       Es facil dejar de fumar, si sabes como - Allen Carr.epub
|       Escondido en tu mirada - Sienna Anderson.epub
|       Espana, perdiste - Hernan Casciari.epub
|       Estado de miedo - Michael Crichton.epub
|       Eva Luna - Isabel Allende.epub
|       Evolucion - Stephen Baxter.epub
|       Flavia de los extranos talentos - Alan Bradley.epub
|       Forastero en tierra extrana - Robert A. Heinlein.epub
|       Fuckowski - Memorias de un ingeniero - Alfredo de Hoces Garcia-Galan.epub
|       Galapagos - Kurt Vonnegut.epub
|       Gente Letal - John Locke.epub
|       Gente Toxica - Bernardo Stamateas.epub
|       God of War - Matthew Stover.epub
|       Guardianes del Crepusculo - Serguei Lukyanenko.epub
|       Guerra y paz - Lev Tolstoi.epub
|       Guia de la Biblia. Antiguo Testamento - Isaac Asimov.epub
|       Hacedor de estrellas - Olaf Stapledon.epub
|       Hacia la Fundacion - Isaac Asimov.epub
|       Hasta la reina - Connie Willis.epub
|       Hermosas criaturas - Kami Garcia.epub
|       Historia de la Guerra del Peloponeso - Tucidides.epub
|       Historia de un Aleman (Memorias 1914 - 1 - Sebastian Haffner.epub
|       Hollywood queer - Leandro Palencia.epub
|       Ilion - Dan Simmons.epub
|       Intrepido - Jack Campbell.epub
|       Intrusos - Dean R. Koontz.epub
|       Jerusalen - J. J. Benitez.epub
|       Jonathan Strange y el Senor Norrell - Clarke Susanna.epub
|       Juego de Tronos - George R. R. Martin.epub
|       Juliet, desnuda - Nick Hornby.epub
|       La Biblioteca De Los Muertos - Glenn Cooper.epub
|       La boveda del tiempo - Brian W. Aldiss.epub
|       La buena letra - Rafael Chirbes.epub
|       La busca - Pio Baroja.epub
|       La cancion de los maories - Sarah Lark.epub
|       La carta esferica - Arturo Perez Reverte.epub
|       La Casa del Viento - Titania Hardie.epub
|       La ciudad y los perros - Mario Vargas Llosa.epub
|       La clave Gaudi - Andreu Carranza - Esteban Matin.epub
|       La Corte de Carlos IV - Benito Perez Galdos.epub
|       La emperatriz de los Etereos - Laura Gallego Garcia.epub
